period_number,period_s,period_error_s,period_error_fs
7176,3.9213969160875e-09,-1.0113062145283057e-13,-101.13062145283057
7177,3.921381890861428e-09,-1.1615584752484075e-13,-116.15584752484075
7178,3.9213755510976445e-09,-1.224956113082325e-13,-122.49561130823248
7179,3.921364984653007e-09,-1.3306205594589603e-13,-133.06205594589602
7180,3.921400564753071e-09,-9.74819558817651e-14,-97.4819558817651
7181,3.921428940492329e-09,-6.910621662347448e-14,-69.10621662347448
7182,3.9214073787197795e-09,-9.066798917318252e-14,-90.66798917318252
7183,3.921401653671523e-09,-9.639303742982929e-14,-96.39303742982929
7184,3.921398801460868e-09,-9.92452480849869e-14,-99.2452480849869
7185,3.921391144337235e-09,-1.0690237171805716e-13,-106.90237171805715
7186,3.921382116890476e-09,-1.1592981847693184e-13,-115.92981847693183
7187,3.9214051863003564e-09,-9.286040859627408e-14,-92.86040859627408
7188,3.921449362931026e-09,-4.868377792672284e-14,-48.68377792672284
7189,3.9214197439371365e-09,-7.830277181620259e-14,-78.3027718162026
7190,3.921415083656728e-09,-8.296305222430566e-14,-82.96305222430566
7191,3.921413442147534e-09,-8.460456141850302e-14,-84.60456141850302
7192,3.921405009846453e-09,-9.30368624998461e-14,-93.0368624998461
7193,3.9213967457322335e-09,-1.0130097671918236e-13,-101.30097671918236
7194,3.921415279626271e-09,-8.27670826816289e-14,-82.7670826816289
7195,3.921457867494182e-09,-4.0179214770583605e-14,-40.179214770583606
7196,3.921438239992518e-09,-5.980671643446888e-14,-59.806716434468875
7197,3.921427717241228e-09,-7.032946772458125e-14,-70.32946772458125
7198,3.921426287070142e-09,-7.175963881030688e-14,-71.75963881030688
7199,3.921417434993085e-09,-8.061171586778203e-14,-80.61171586778202
7200,3.921409014265862e-09,-8.903244309093382e-14,-89.03244309093382
7201,3.9214273056780834e-09,-7.074103086925675e-14,-70.74103086925675
7202,3.921470219619798e-09,-2.782708915483644e-14,-27.82708915483644
7203,3.921449753081178e-09,-4.829362777495393e-14,-48.29362777495393
7204,3.921439598931521e-09,-5.844777743147555e-14,-58.447777431475544
7205,3.921437617985732e-09,-6.042872322082381e-14,-60.42872322082381
7206,3.921432597939938e-09,-6.544876901481188e-14,-65.44876901481189
7207,3.921419247752012e-09,-7.879895694044058e-14,-78.79895694044058
7208,3.921441280989877e-09,-5.676571907602722e-14,-56.765719076027224
7209,3.921482391334172e-09,-1.565537478059086e-14,-15.65537478059086
7210,3.921459299589727e-09,-3.8747119226001815e-14,-38.747119226001814
7211,3.921450965544467e-09,-4.708116448546339e-14,-47.08116448546339
7212,3.921447449368402e-09,-5.059734055105113e-14,-50.59734055105113
7213,3.9214389342884844e-09,-5.911242046826347e-14,-59.11242046826347
7214,3.921427738572906e-09,-7.03081360468376e-14,-70.3081360468376
7215,3.92146020441065e-09,-3.784229830295404e-14,-37.842298302954035
7216,3.921491093466069e-09,-6.953242883570455e-15,-6.953242883570455
7217,3.921466854988091e-09,-3.1191720861765016e-14,-31.191720861765017
7218,3.921461883514554e-09,-3.6163194398425736e-14,-36.16319439842574
7219,3.921456268079137e-09,-4.177862981543422e-14,-41.77862981543422
7220,3.921448037033084e-09,-5.0009675868509674e-14,-50.009675868509675
7221,3.921434531370567e-09,-6.35153383856728e-14,-63.51533838567279
7222,3.921483466239311e-09,-1.4580469641734418e-14,-14.580469641734418
7223,3.921497029147703e-09,-1.017561249864064e-15,-1.017561249864064
7224,3.921472345198157e-09,-2.5701510795678607e-14,-25.701510795678608
7225,3.921472846912712e-09,-2.519979624036094e-14,-25.19979624036094
7226,3.92146384513444e-09,-3.4201574512802025e-14,-34.201574512802026
7227,3.921455933223296e-09,-4.211348565640637e-14,-42.11348565640637
7228,3.921445669867376e-09,-5.237684157675159e-14,-52.37684157675159
7229,3.921504036454764e-09,5.989745811127e-15,5.989745811126999
7230,3.9215011312266224e-09,3.084517669734842e-15,3.084517669734842
7231,3.921479251593101e-09,-1.8795115851891632e-14,-18.79511585189163
7232,3.921481044619549e-09,-1.7002089404089417e-14,-17.002089404089418
7233,3.921470311153566e-09,-2.773555538642435e-14,-27.73555538642435
7234,3.921462376094706e-09,-3.567061424641126e-14,-35.67061424641126
7235,3.921465555002581e-09,-3.249170637162945e-14,-32.49170637162945
7236,3.921517220244761e-09,1.9173535808333485e-14,19.173535808333487
7237,3.921502043745381e-09,3.997036428207267e-15,3.997036428207267
7238,3.921488411773311e-09,-9.634935642050414e-15,-9.634935642050413
7239,3.9214858550348525e-09,-1.2191674100151418e-14,-12.191674100151419
7240,3.921481074326688e-09,-1.6972382264563314e-14,-16.972382264563315
7241,3.9214610581656505e-09,-3.6988543302230327e-14,-36.988543302230326
7242,3.921486867056265e-09,-1.1179652687299136e-14,-11.179652687299136
7243,3.921528679014892e-09,3.063230593900691e-14,30.63230593900691
7244,3.921503551599552e-09,5.504890599591482e-15,5.504890599591482
7245,3.9214960802268564e-09,-1.9664820962776896e-15,-1.9664820962776897
7246,3.921490498943808e-09,-7.547765144852881e-15,-7.547765144852882
7247,3.921479743305891e-09,-1.8303403061615143e-14,-18.303403061615143
7248,3.92147519873696e-09,-2.2847971992859696e-14,-22.847971992859694
7249,3.92151349918159e-09,1.5452472637200297e-14,15.452472637200298
7250,3.9215305394516096e-09,3.249274265688341e-14,32.49274265688341
7251,3.921507327685984e-09,9.280977030978309e-15,9.28097703097831
7252,3.921499784186738e-09,1.7374777855845392e-15,1.7374777855845391
7253,3.921499400243644e-09,1.35353469125311e-15,1.3535346912531099
7254,3.9214803778623176e-09,-1.766884663511369e-14,-17.668846635113688
7255,3.921491973214817e-09,-6.073494135761405e-15,-6.073494135761405
7256,3.921535164766498e-09,3.711805754492382e-14,37.11805754492382
7257,3.921521922483793e-09,2.3875774840511742e-14,23.875774840511742
7258,3.921514905554438e-09,1.685884548523987e-14,16.85884548523987
7259,3.9215091966065835e-09,1.114989763085451e-14,11.14989763085451
7260,3.92149759661912e-09,-4.500898327851509e-16,-0.45008983278515097
7261,3.921488073502233e-09,-9.973206719865891e-15,-9.97320671986589
7262,3.921510951848586e-09,1.2905139632945605e-14,12.905139632945605
7263,3.921548018579564e-09,4.997187061093434e-14,49.971870610934346
7264,3.921524958683557e-09,2.691197460434015e-14,26.91197460434015
7265,3.921516396440845e-09,1.8349731892624687e-14,18.349731892624686
7266,3.921517294268664e-09,1.9247559711659933e-14,19.24755971165993
7267,3.92145360934436e-09,-4.44373645929118e-14,-44.4373645929118
7268,3.921448993678871e-09,-4.905303008161709e-14,-49.05303008161709
7269,3.921544632263813e-09,4.6585554860556054e-14,46.58555486055605
7270,3.921549096574679e-09,5.104986572598237e-14,51.049865725982364
7271,3.9215228893481856e-09,2.4842639232880003e-14,24.842639232880003
7272,3.921525595869174e-09,2.754916022110988e-14,27.54916022110988
7273,3.921509557971168e-09,1.1511262214943928e-14,11.511262214943928
7274,3.921498060278179e-09,1.3569226278275026e-17,0.013569226278275026
7275,3.921523450802281e-09,2.540409332790162e-14,25.40409332790162
7276,3.921562414995481e-09,6.436828652795724e-14,64.36828652795724
7277,3.9215368106125005e-09,3.876390354781113e-14,38.763903547811125
7278,3.92153423289473e-09,3.618618577767253e-14,36.18618577767253
7279,3.921521992333518e-09,2.394562456547412e-14,23.94562456547412
7280,3.921521588386894e-09,2.3541677941060334e-14,23.541677941060335
7281,3.921502645287851e-09,4.598578898556537e-15,4.598578898556537
7282,3.921549949977314e-09,5.190326836100002e-14,51.90326836100002
7283,3.921564649996944e-09,6.660328799137317e-14,66.60328799137316
7284,3.921537243697058e-09,3.919698810561046e-14,39.196988105610465
7285,3.921538166407317e-09,4.011969836450425e-14,40.11969836450425
7286,3.921526033534486e-09,2.7986825533087966e-14,27.986825533087966
7287,3.92151742917052e-09,1.9382461566971442e-14,19.382461566971443
7288,3.921524709506793e-09,2.6662797840048668e-14,26.66279784004867
7289,3.921571231971493e-09,7.318526254009817e-14,73.18526254009817
7290,3.921551275170524e-09,5.322846157137474e-14,53.22846157137474
7291,3.921547075730249e-09,4.9029021296686636e-14,49.029021296686636
7292,3.9215343926519205e-09,3.634594296778827e-14,36.34594296778827
7293,3.921527237784944e-09,2.919107599112193e-14,29.191075991121927
7294,3.921505689293871e-09,7.642584918026839e-15,7.642584918026839
7295,3.921583409676084e-09,8.536296713134673e-14,85.36296713134674
7296,3.921567418913767e-09,6.937220481462959e-14,69.37220481462958
7297,3.921552847805775e-09,5.4801096822564964e-14,54.801096822564965
7298,3.921546010393195e-09,4.796368424200238e-14,47.96368424200238
7299,3.9215367981170705e-09,3.875140811777323e-14,38.75140811777323
7300,3.921522120025429e-09,2.40733164763386e-14,24.0733164763386
7301,3.921548209778617e-09,5.016306966405216e-14,50.16306966405216
7302,3.921586244458189e-09,8.819774923658165e-14,88.19774923658164
7303,3.921560342651448e-09,6.229594249546845e-14,62.295942495468445
7304,3.9215606407257304e-09,6.259401677773902e-14,62.59401677773902
7305,3.921544736808008e-09,4.669009905503797e-14,46.69009905503797
7306,3.9215370122469995e-09,3.896553804683912e-14,38.96553804683912
7307,3.921514951036719e-09,1.6904327766375636e-14,16.904327766375637
7308,3.921603168908312e-09,1.0512219935918899e-13,105.122199359189
7309,3.9215751864091816e-09,7.713970022885886e-14,77.13970022885887
7310,3.9215637104815515e-09,6.566377259880586e-14,65.66377259880586
7311,3.9215552833033254e-09,5.723659437272778e-14,57.23659437272778
7312,3.921546529997086e-09,4.848328813316606e-14,48.483288133166056
7313,3.921529219028889e-09,3.1172319936067626e-14,31.172319936067627
7314,3.921572329943033e-09,7.428323408017424e-14,74.28323408017424
7315,3.921592556872973e-09,9.451016402017244e-14,94.51016402017244
7316,3.921568812059349e-09,7.076535039616484e-14,70.76535039616483
7317,3.921569088693533e-09,7.104198458047451e-14,71.04198458047452
7318,3.9215574093695756e-09,5.936266062286323e-14,59.362660622863224
7319,3.921547044559437e-09,4.899785048422768e-14,48.997850484227676
7320,3.921543322954165e-09,4.527624521200825e-14,45.27624521200825
7321,3.921596130078073e-09,9.808336912003291e-14,98.08336912003291
7322,3.921588509519158e-09,9.046281020522974e-14,90.46281020522974
7323,3.921568161321205e-09,7.011461225223904e-14,70.11461225223904
7324,3.921567132819919e-09,6.908611096636498e-14,69.08611096636497
7325,3.921555237062103e-09,5.719035315007127e-14,57.19035315007127
7326,3.921542277159854e-09,4.423045090148304e-14,44.23045090148304
7327,3.921583200370855e-09,8.515366190194841e-14,85.15366190194841
7328,3.921604200553784e-09,1.0615384483136326e-13,106.15384483136326
7329,3.9215752437634765e-09,7.719705452378335e-14,77.19705452378335
7330,3.921575676902244e-09,7.76301932916913e-14,77.63019329169131
7331,3.921563674296304e-09,6.562758735129915e-14,65.62758735129916
7332,3.921553230908613e-09,5.518419966021272e-14,55.18419966021272
7333,3.921565698637285e-09,6.765192833260115e-14,67.65192833260114
7334,3.921610322420036e-09,1.1227571108313973e-13,112.27571108313973
7335,3.921585116562669e-09,8.706985371654497e-14,87.06985371654497
7336,3.9215812120795956e-09,8.316537064288155e-14,83.16537064288156
7337,3.921568200298273e-09,7.015358932033989e-14,70.15358932033989
7338,3.921559700776657e-09,6.165406770430272e-14,61.65406770430272
7339,3.921549597205032e-09,5.155049607912755e-14,51.55049607912755
7340,3.921625499461517e-09,1.274527525643522e-13,127.4527525643522
7341,3.921595156437417e-09,9.710972846408662e-14,97.10972846408661
7342,3.921587982596902e-09,8.993588794940178e-14,89.93588794940179
7343,3.921576673826142e-09,7.862711718929173e-14,78.62711718929172
7344,3.921568181921046e-09,7.013521209351626e-14,70.13521209351626
7345,3.921547304198752e-09,4.9257489799483644e-14,49.25748979948364
7346,3.9216164183196456e-09,1.1837161069288516e-13,118.37161069288517
7347,3.921609018585608e-09,1.1097187665556297e-13,110.97187665556297
7348,3.921592144659307e-09,9.409795035419345e-14,94.09795035419344
7349,3.921585265342312e-09,8.72186333596643e-14,87.2186333596643
7350,3.921572047101791e-09,7.400039283842709e-14,74.00039283842709
7351,3.921565931225756e-09,6.78845168036536e-14,67.88451680365361
7352,3.9215805657324704e-09,8.251902351775432e-14,82.51902351775432
7353,3.921618134394844e-09,1.2008768589149522e-13,120.08768589149523
7354,3.921606839041086e-09,1.0879233213326967e-13,108.79233213326968
7355,3.921591653244672e-09,9.360653571951439e-14,93.6065357195144
7356,3.9215848811281675e-09,8.683441921478975e-14,86.83441921478975
7357,3.921573811044516e-09,7.576433556295238e-14,75.76433556295238
7358,3.921571895909798e-09,7.384920084547398e-14,73.84920084547399
7359,3.921623990956824e-09,1.2594424787166448e-13,125.94424787166449
7360,3.921614015158425e-09,1.1596844947251673e-13,115.96844947251674
7361,3.9215943977398415e-09,9.635103088883557e-14,96.35103088883558
7362,3.921592462222123e-09,9.441551317051445e-14,94.41551317051446
7363,3.921580496316426e-09,8.244960747366093e-14,82.44960747366093
7364,3.921564055908364e-09,6.600919941095974e-14,66.00919941095974
7365,3.921622311581869e-09,1.2426487291659306e-13,124.26487291659306
7366,3.9216259683247465e-09,1.2792161579384355e-13,127.92161579384354
7367,3.92159919777391e-09,1.0115106495697202e-13,101.15106495697202
7368,3.921599760068261e-09,1.0171335930867732e-13,101.71335930867733
7369,3.921586487048425e-09,8.844033947267528e-14,88.44033947267528
7370,3.921574692229831e-09,7.664552087863997e-14,76.64552087863997
7371,3.92160323271361e-09,1.0518600465703977e-13,105.18600465703976
7372,3.92163743842479e-09,1.3939171583721944e-13,139.39171583721944
7373,3.921607126679922e-09,1.0907997096963008e-13,109.07997096963008
7374,3.921604195186983e-09,1.0614847803060946e-13,106.14847803060945
7375,3.921593369889077e-09,9.5323180124265e-14,95.32318012426501
7376,3.921582252805261e-09,8.420609630825039e-14,84.2060963082504
7377,3.921595031889692e-09,9.698518073952235e-14,96.98518073952235
7378,3.9216387542667566e-09,1.4070755780385647e-13,140.70755780385647
7379,3.92161778777541e-09,1.197410664569516e-13,119.7410664569516
7380,3.92160640945308e-09,1.083627441274766e-13,108.3627441274766
7381,3.9215999792126255e-09,1.0193250367279095e-13,101.93250367279096
7382,3.921588685647801e-09,9.063893884815001e-14,90.63893884815
7383,3.921588435657885e-09,9.038894893222916e-14,90.38894893222916
7384,3.921632727268195e-09,1.346805592421725e-13,134.68055924217248
7385,3.921628194462857e-09,1.301477539044994e-13,130.1477539044994
7386,3.921609533446115e-09,1.1148673716222203e-13,111.48673716222203
7387,3.921606431679225e-09,1.0838497027201256e-13,108.38497027201255
7388,3.921594376191323e-09,9.632948237065743e-14,96.32948237065743
7389,3.921581657822214e-09,8.361111326104466e-14,83.61111326104465
7390,3.921639241019322e-09,1.4119431036919384e-13,141.19431036919383
7391,3.9216379338238676e-09,1.3988711491488238e-13,139.88711491488237
7392,3.9216131848764015e-09,1.1513816744882733e-13,115.13816744882733
7393,3.921612568344836e-09,1.1452163588344345e-13,114.52163588344345
7394,3.924702414405054e-09,3.2043676961013785e-12,3204.3676961013784
7395,3.928010596556666e-09,6.512549847713358e-12,6512.549847713358
7396,3.9228176549666906e-09,1.3196082577378805e-12,1319.6082577378804
7397,3.921585404499661e-09,8.735779070850281e-14,87.35779070850282
7398,3.921016552134275e-09,-4.81494574677505e-13,-481.494574677505
7399,3.921224481755062e-09,-2.7356495389057366e-13,-273.56495389057363
7400,3.921229761629907e-09,-2.6828507904594944e-13,-268.28507904594943
7401,3.921240161080305e-09,-2.57885628647903e-13,-257.885628647903
7402,3.921244524777209e-09,-2.535219317440833e-13,-253.52193174408333
7403,3.921278169088504e-09,-2.1987762044881664e-13,-219.87762044881663
7404,3.9213023648218114e-09,-1.9568188714127232e-13,-195.6818871412723
7405,3.921310359105215e-09,-1.8768760373761339e-13,-187.6876037376134
7406,3.92131101526437e-09,-1.8703144458282516e-13,-187.03144458282515
7407,3.9212890838872996e-09,-2.089628216531335e-13,-208.9628216531335
7408,3.921305539528403e-09,-1.9250718054990889e-13,-192.5071805499089
7409,3.921305419453012e-09,-1.9262725594051166e-13,-192.62725594051165
7410,3.921291615309637e-09,-2.0643139931576003e-13,-206.43139931576005
7411,3.921347712092672e-09,-1.5033461628103416e-13,-150.33461628103416
7412,3.921358255958799e-09,-1.3979075015361263e-13,-139.79075015361263
7413,3.921336443789758e-09,-1.616029191950562e-13,-161.6029191950562
7414,3.921340295580606e-09,-1.5775112834697557e-13,-157.75112834697558
7415,3.9213352135726576e-09,-1.6283313629512118e-13,-162.8331362951212
7416,3.9213303042781155e-09,-1.6774243083718986e-13,-167.74243083718986
7417,3.9213237311127094e-09,-1.7431559624326342e-13,-174.31559624326343
7418,3.921341430252389e-09,-1.5661645656336086e-13,-156.61645656336086
7419,3.921392116080537e-09,-1.0593062841591271e-13,-105.93062841591271
7420,3.921370569405502e-09,-1.2747730345036889e-13,-127.47730345036888
7421,3.921358974676419e-09,-1.39072032533472e-13,-139.072032533472
7422,3.9213613298616935e-09,-1.3671684725923604e-13,-136.71684725923603
7423,3.921353901098143e-09,-1.4414561080972653e-13,-144.14561080972652
7424,3.921349113207139e-09,-1.4893350181353114e-13,-148.93350181353114
7425,3.921348026077621e-09,-1.5002063133188236e-13,-150.02063133188236
7426,3.921400162107489e-09,-9.788460146357191e-14,-97.88460146357191
7427,3.9213969299110776e-09,-1.0111679787513138e-13,-101.11679787513138
7428,3.921377624010883e-09,-1.2042269806960314e-13,-120.42269806960314
7429,3.921382371081675e-09,-1.156756272775926e-13,-115.67562727759261
7430,3.921374203868025e-09,-1.2384284092776298e-13,-123.84284092776298
7431,3.9213685328130365e-09,-1.2951389591621997e-13,-129.51389591621998
7432,3.921355729469582e-09,-1.423172393711013e-13,-142.3172393711013
7433,3.921410982038595e-09,-8.706467035798126e-14,-87.06467035798126
7434,3.921418789893435e-09,-7.925681551788121e-14,-79.25681551788121
7435,3.92139749028097e-09,-1.0055642798228225e-13,-100.55642798228224
7436,3.921397307809745e-09,-1.0073889920791156e-13,-100.73889920791156
7437,3.9213915489885905e-09,-1.0649772036223125e-13,-106.49772036223125
7438,3.921384889791742e-09,-1.1315691721069153e-13,-113.15691721069153
7439,3.921384363818163e-09,-1.1368289078961856e-13,-113.68289078961857
7440,3.921393081969147e-09,-1.0496473980549969e-13,-104.96473980549969
7441,3.9214372410086365e-09,-6.080570031619702e-14,-60.80570031619702
7442,3.921415245338377e-09,-8.280137057533376e-14,-82.80137057533375
7443,3.921410507971195e-09,-8.753873775790054e-14,-87.53873775790055
7444,3.9214066465580524e-09,-9.140015090026198e-14,-91.40015090026198
7445,3.9213990828113315e-09,-9.896389762122692e-14,-98.96389762122692
7446,3.9213888575922225e-09,-1.0918911673015496e-13,-109.18911673015495
7447,3.921418095272208e-09,-7.995143674473836e-14,-79.95143674473836
7448,3.9214526899680226e-09,-4.5356740930125196e-14,-45.3567409301252
7449,3.921429971812541e-09,-6.807489641195196e-14,-68.07489641195195
7450,3.921423103825459e-09,-7.494288349377863e-14,-74.94288349377864
7451,3.921419868403546e-09,-7.817830540680125e-14,-78.17830540680126
7452,3.921411776541947e-09,-8.627016700598388e-14,-86.27016700598388
7453,3.921401706309538e-09,-9.634039941435512e-14,-96.34039941435512
7454,3.921428238091952e-09,-6.980861700091922e-14,-69.80861700091921
7455,3.921465525702017e-09,-3.252100693534087e-14,-32.52100693534087
7456,3.921442270134624e-09,-5.5776574329014384e-14,-55.77657432901439
7457,3.921438813806518e-09,-5.923290243468092e-14,-59.23290243468092
7458,3.921431573124939e-09,-6.647358401329949e-14,-66.47358401329949
7459,3.921423211324104e-09,-7.48353848483767e-14,-74.83538484837669
7460,3.921412507483946e-09,-8.553922500634846e-14,-85.53922500634846
7461,3.921442709128083e-09,-5.5337580869375004e-14,-55.337580869375
7462,3.921475863569732e-09,-2.2183139220691584e-14,-22.183139220691583
7463,3.921452300088921e-09,-4.574662003135098e-14,-45.746620031350986
7464,3.921446224789153e-09,-5.1821919799819195e-14,-51.82191979981919
7465,3.921441739498975e-09,-5.63072099772831e-14,-56.3072099772831
7466,3.921433577326865e-09,-6.446938208735141e-14,-64.46938208735142
7467,3.921421522868956e-09,-7.652383999664269e-14,-76.52383999664268
7468,3.92146029187866e-09,-3.775483029268877e-14,-37.754830292688766
7469,3.921484534585027e-09,-1.3512123926021514e-14,-13.512123926021514
7470,3.921460388860544e-09,-3.765784840835994e-14,-37.65784840835994
7471,3.921457209817144e-09,-4.083689180841331e-14,-40.83689180841331
7472,3.921450721517663e-09,-4.7325191289435565e-14,-47.325191289435566
7473,3.921442763663453e-09,-5.528304550009898e-14,-55.283045500098986
7474,3.9214288313402755e-09,-6.921536867718946e-14,-69.21536867718946
7475,3.921481532727367e-09,-1.6513981586036442e-14,-16.513981586036444
7476,3.921495184702967e-09,-2.862005985696404e-15,-2.862005985696404
7477,3.9214666017455685e-09,-3.144496338420332e-14,-31.44496338420332
7478,3.921468113340237e-09,-2.993336871532403e-14,-29.93336871532403
